,event_number,runs,start_time,end_time,country
0,1,h146,2003-05-10 12:00:00,2003-06-08 12:00:00,NOR
1,2,h056,2004-05-17 12:00:00,2004-06-15 12:00:00,NOR
2,3,h141,2003-05-12 12:00:00,2003-06-10 12:00:00,NOR
3,4,h167,2005-05-20 12:00:00,2005-06-18 12:00:00,NOR
4,5,h140,2005-05-08 12:00:00,2005-06-06 12:00:00,NOR
5,6,h150,2003-05-20 12:00:00,2003-06-18 12:00:00,NOR
6,7,h144,2007-05-22 12:00:00,2007-06-20 12:00:00,NOR
7,8,h088,2006-05-21 12:00:00,2006-06-19 12:00:00,NOR
8,9,h054,2004-05-06 12:00:00,2004-06-04 12:00:00,NOR
9,10,h031,2000-09-01 12:00:00,2000-09-30 12:00:00,NOR
10,11,h140,2004-09-01 12:00:00,2004-09-30 12:00:00,NOR
11,12,h151,2003-05-16 12:00:00,2003-06-14 12:00:00,NOR
12,13,h147,2002-05-19 12:00:00,2002-06-17 12:00:00,NOR
13,14,h053,2006-05-05 12:00:00,2006-06-03 12:00:00,NOR
14,15,h054,2003-09-01 12:00:00,2003-09-30 12:00:00,NOR
15,16,h046,2002-05-15 12:00:00,2002-06-13 12:00:00,NOR
16,17,h143,2008-05-07 12:00:00,2008-06-05 12:00:00,NOR
17,18,h056,2005-05-25 12:00:00,2005-06-23 12:00:00,NOR
18,19,h029,2005-05-10 12:00:00,2005-06-08 12:00:00,NOR
19,20,h067,2001-05-05 12:00:00,2001-06-03 12:00:00,NOR
20,21,h053,2005-09-01 12:00:00,2005-09-30 12:00:00,NOR
21,22,h068,2007-05-12 12:00:00,2007-06-10 12:00:00,NOR
22,23,h144,2000-06-01 12:00:00,2000-06-30 12:00:00,NOR
23,24,h146,2002-09-01 12:00:00,2002-09-30 12:00:00,NOR
24,25,h059,2002-05-26 12:00:00,2002-06-24 12:00:00,NOR
25,26,h051,2000-09-01 12:00:00,2000-09-30 12:00:00,NOR
26,27,h059,2003-05-04 12:00:00,2003-06-02 12:00:00,NOR
27,28,h147,2005-05-13 12:00:00,2005-06-11 12:00:00,NOR
28,29,h142,2002-05-22 12:00:00,2002-06-20 12:00:00,NOR
29,30,h053,2005-05-07 12:00:00,2005-06-05 12:00:00,NOR
30,31,h141,2002-09-01 12:00:00,2002-09-30 12:00:00,NOR
31,32,h053,2004-05-23 12:00:00,2004-06-21 12:00:00,NOR
32,33,h059,2002-09-01 12:00:00,2002-09-30 12:00:00,NOR
33,34,h085,2001-05-27 12:00:00,2001-06-25 12:00:00,NOR
34,35,h077,2000-09-01 12:00:00,2000-09-30 12:00:00,NOR
35,36,h053,2004-09-01 12:00:00,2004-09-30 12:00:00,NOR
36,37,h168,2003-05-15 12:00:00,2003-06-13 12:00:00,NOR
37,38,h067,2000-09-01 12:00:00,2000-09-30 12:00:00,NOR
38,39,h150,2007-05-10 12:00:00,2007-06-08 12:00:00,NOR
39,40,h140,2005-09-01 12:00:00,2005-09-30 12:00:00,NOR
40,41,h158,2001-05-05 12:00:00,2001-06-03 12:00:00,NOR
41,42,h149,2003-08-31 12:00:00,2003-09-29 12:00:00,NOR
42,43,h145,2008-05-19 12:00:00,2008-06-17 12:00:00,NOR
43,44,h066,2003-05-14 12:00:00,2003-06-12 12:00:00,NOR
44,45,h099,2000-09-01 12:00:00,2000-09-30 12:00:00,NOR
45,46,h109,2009-05-18 12:00:00,2009-06-16 12:00:00,NOR
46,47,h126,2009-05-14 12:00:00,2009-06-12 12:00:00,NOR
47,48,h057,2005-05-20 12:00:00,2005-06-18 12:00:00,NOR
48,49,h158,2000-09-01 12:00:00,2000-09-30 12:00:00,NOR
49,50,h087,2006-05-22 12:00:00,2006-06-20 12:00:00,NOR
50,51,h109,2004-05-13 12:00:00,2004-06-11 12:00:00,NOR
51,52,h149,2001-05-21 12:00:00,2001-06-19 12:00:00,NOR
52,53,h036,2009-05-21 12:00:00,2009-06-19 12:00:00,NOR
53,54,h143,2007-09-01 12:00:00,2007-09-30 12:00:00,NOR
54,55,h095,2000-09-01 12:00:00,2000-09-30 12:00:00,NOR
55,56,h164,2009-05-26 12:00:00,2009-06-24 12:00:00,NOR
56,57,h098,2004-05-23 12:00:00,2004-06-21 12:00:00,NOR
57,58,h146,2002-05-09 12:00:00,2002-06-07 12:00:00,NOR
58,59,h105,2003-05-13 12:00:00,2003-06-11 12:00:00,NOR
59,60,h059,2009-05-09 12:00:00,2009-06-07 12:00:00,NOR
60,61,h049,2000-08-31 12:00:00,2000-09-29 12:00:00,NOR
61,62,h150,2006-09-01 12:00:00,2006-09-30 12:00:00,NOR
62,63,h102,2009-05-14 12:00:00,2009-06-12 12:00:00,NOR
63,64,h047,2002-05-13 12:00:00,2002-06-11 12:00:00,NOR
64,65,h059,2006-05-06 12:00:00,2006-06-04 12:00:00,NOR
65,66,h108,2009-05-07 12:00:00,2009-06-05 12:00:00,NOR
66,67,h147,2001-09-01 12:00:00,2001-09-30 12:00:00,NOR
67,68,h111,2005-09-01 12:00:00,2005-09-30 12:00:00,NOR
68,69,h146,2001-05-07 12:00:00,2001-06-05 12:00:00,NOR
69,70,h100,2002-08-29 12:00:00,2002-09-27 12:00:00,NOR
70,71,h098,2000-08-31 12:00:00,2000-09-29 12:00:00,NOR
71,72,h147,2004-05-11 12:00:00,2004-06-09 12:00:00,NOR
72,73,h142,2005-05-04 12:00:00,2005-06-02 12:00:00,NOR
73,74,h103,2002-05-21 12:00:00,2002-06-19 12:00:00,NOR
74,75,h061,2003-05-18 12:00:00,2003-06-16 12:00:00,NOR
75,76,h141,2001-05-10 12:00:00,2001-06-08 12:00:00,NOR
76,77,h154,2007-05-14 12:00:00,2007-06-12 12:00:00,NOR
77,78,h146,2001-08-31 12:00:00,2001-09-29 12:00:00,NOR
78,79,h068,2006-09-01 12:00:00,2006-09-30 12:00:00,NOR
79,80,h109,2000-09-01 12:00:00,2000-09-30 12:00:00,NOR
80,81,h158,2007-05-13 12:00:00,2007-06-11 12:00:00,NOR
81,82,h103,2008-09-01 12:00:00,2008-09-30 12:00:00,NOR
82,83,h141,2000-09-01 12:00:00,2000-09-30 12:00:00,NOR
83,84,h156,2001-05-07 12:00:00,2001-06-05 12:00:00,NOR
84,85,h140,2009-05-14 12:00:00,2009-06-12 12:00:00,NOR
85,86,h062,2001-05-08 12:00:00,2001-06-06 12:00:00,NOR
86,87,h160,2008-05-11 12:00:00,2008-06-09 12:00:00,NOR
87,88,h050,2008-05-14 12:00:00,2008-06-12 12:00:00,NOR
88,89,h142,2004-09-01 12:00:00,2004-09-30 12:00:00,NOR
89,90,h061,2000-06-01 12:00:00,2000-06-30 12:00:00,NOR
90,91,h152,2009-05-08 12:00:00,2009-06-06 12:00:00,NOR
91,92,h025,2005-05-03 12:00:00,2005-06-01 12:00:00,NOR
92,93,h068,2000-09-01 12:00:00,2000-09-30 12:00:00,NOR
93,94,h025,2004-09-01 12:00:00,2004-09-30 12:00:00,NOR
94,95,h144,2001-05-06 12:00:00,2001-06-04 12:00:00,NOR
95,96,h033,2007-05-21 12:00:00,2007-06-19 12:00:00,NOR
96,97,h046,2001-05-12 12:00:00,2001-06-10 12:00:00,NOR
97,98,h146,2008-09-01 12:00:00,2008-09-30 12:00:00,NOR
98,99,h096,2007-05-27 12:00:00,2007-06-25 12:00:00,NOR
99,100,h090,2001-05-11 12:00:00,2001-06-09 12:00:00,NOR
100,101,h151,2002-09-01 12:00:00,2002-09-30 12:00:00,NOR
101,102,h060,2004-05-20 12:00:00,2004-06-18 12:00:00,NOR
102,103,h141,2002-05-06 12:00:00,2002-06-04 12:00:00,NOR
103,104,h158,2003-09-01 12:00:00,2003-09-30 12:00:00,NOR
104,105,h100,2006-05-18 12:00:00,2006-06-16 12:00:00,NOR
105,106,h100,2004-09-01 12:00:00,2004-09-30 12:00:00,NOR
106,107,h043,2000-09-01 12:00:00,2000-09-30 12:00:00,NOR
107,108,h144,2002-09-01 12:00:00,2002-09-30 12:00:00,NOR
108,109,h064,2004-05-13 12:00:00,2004-06-11 12:00:00,NOR
109,110,h102,2007-05-17 12:00:00,2007-06-15 12:00:00,NOR
110,111,h088,2005-09-01 12:00:00,2005-09-30 12:00:00,NOR
111,112,h047,2008-05-11 12:00:00,2008-06-09 12:00:00,NOR
112,113,h098,2002-09-01 12:00:00,2002-09-30 12:00:00,NOR
113,114,h059,2009-09-01 12:00:00,2009-09-30 12:00:00,NOR
114,115,h059,2005-08-31 12:00:00,2005-09-29 12:00:00,NOR
115,116,h053,2009-09-01 12:00:00,2009-09-30 12:00:00,NOR
116,117,h094,2003-09-01 12:00:00,2003-09-30 12:00:00,NOR
117,118,h064,2003-05-22 12:00:00,2003-06-20 12:00:00,NOR
118,119,h126,2003-05-10 12:00:00,2003-06-08 12:00:00,NOR
119,120,h146,2006-05-05 12:00:00,2006-06-03 12:00:00,NOR
120,121,h041,2009-05-20 12:00:00,2009-06-18 12:00:00,NOR
121,122,h144,2000-08-24 12:00:00,2000-09-22 12:00:00,NOR
122,123,h155,2002-05-26 12:00:00,2002-06-24 12:00:00,NOR
123,124,h108,2004-05-12 12:00:00,2004-06-10 12:00:00,NOR
124,125,h147,2003-09-01 12:00:00,2003-09-30 12:00:00,NOR
125,126,h069,2002-05-23 12:00:00,2002-06-21 12:00:00,NOR
126,127,h147,2001-05-14 12:00:00,2001-06-12 12:00:00,NOR
127,128,h075,2006-05-11 12:00:00,2006-06-09 12:00:00,NOR
128,129,h142,2001-05-09 12:00:00,2001-06-07 12:00:00,NOR
129,130,h142,2007-05-12 12:00:00,2007-06-10 12:00:00,NOR
130,131,h052,2005-05-08 12:00:00,2005-06-06 12:00:00,NOR
131,132,h054,2009-05-28 12:00:00,2009-06-26 12:00:00,NOR
132,133,h056,2007-05-10 12:00:00,2007-06-08 12:00:00,NOR
133,134,h050,2005-05-20 12:00:00,2005-06-18 12:00:00,NOR
134,135,h166,2004-05-06 12:00:00,2004-06-04 12:00:00,NOR
135,136,h020,2009-05-15 12:00:00,2009-06-13 12:00:00,NOR
136,137,h056,2002-05-10 12:00:00,2002-06-08 12:00:00,NOR
137,138,h057,2001-05-19 12:00:00,2001-06-17 12:00:00,NOR
138,139,h036,2007-05-08 12:00:00,2007-06-06 12:00:00,NOR
139,140,h059,2008-09-01 12:00:00,2008-09-30 12:00:00,NOR
140,141,h146,2005-09-01 12:00:00,2005-09-30 12:00:00,NOR
141,142,h045,2008-05-11 12:00:00,2008-06-09 12:00:00,NOR
142,143,h021,2006-05-11 12:00:00,2006-06-09 12:00:00,NOR
143,144,h153,2002-05-14 12:00:00,2002-06-12 12:00:00,NOR
144,145,h090,2003-09-01 12:00:00,2003-09-30 12:00:00,NOR
145,146,h090,2008-05-04 12:00:00,2008-06-02 12:00:00,NOR
146,147,h040,2008-05-18 12:00:00,2008-06-16 12:00:00,NOR
147,148,h096,2001-05-20 12:00:00,2001-06-18 12:00:00,NOR
148,149,h132,2006-05-11 12:00:00,2006-06-09 12:00:00,NOR
149,150,h040,2004-05-13 12:00:00,2004-06-11 12:00:00,NOR
150,151,h158,2006-05-12 12:00:00,2006-06-10 12:00:00,NOR
151,152,h082,2003-05-25 12:00:00,2003-06-23 12:00:00,NOR
152,153,h055,2003-05-23 12:00:00,2003-06-21 12:00:00,NOR
153,154,h148,2007-05-15 12:00:00,2007-06-13 12:00:00,NOR
154,155,h146,2000-08-29 12:00:00,2000-09-27 12:00:00,NOR
155,156,h168,2001-05-20 12:00:00,2001-06-18 12:00:00,NOR
156,157,h097,2006-09-01 12:00:00,2006-09-30 12:00:00,NOR
157,158,h092,2008-05-04 12:00:00,2008-06-02 12:00:00,NOR
158,159,h030,2006-05-15 12:00:00,2006-06-13 12:00:00,NOR
159,160,h058,2002-06-10 12:00:00,2002-07-09 12:00:00,NOR
160,1,h144,2000-06-01 12:00:00,2000-06-30 12:00:00,SWE
161,2,h142,2002-05-26 12:00:00,2002-06-24 12:00:00,SWE
162,3,h146,2003-05-11 12:00:00,2003-06-09 12:00:00,SWE
163,4,h147,2002-05-18 12:00:00,2002-06-16 12:00:00,SWE
164,5,h141,2003-05-11 12:00:00,2003-06-09 12:00:00,SWE
165,6,h149,2001-05-23 12:00:00,2001-06-21 12:00:00,SWE
166,7,h167,2005-05-21 12:00:00,2005-06-19 12:00:00,SWE
167,8,h140,2004-09-01 12:00:00,2004-09-30 12:00:00,SWE
168,9,h085,2001-05-27 12:00:00,2001-06-25 12:00:00,SWE
169,10,h144,2007-05-20 12:00:00,2007-06-18 12:00:00,SWE
170,11,h140,2005-09-01 12:00:00,2005-09-30 12:00:00,SWE
171,12,h147,2005-05-14 12:00:00,2005-06-12 12:00:00,SWE
172,13,h126,2002-05-22 12:00:00,2002-06-20 12:00:00,SWE
173,14,h168,2003-05-17 12:00:00,2003-06-15 12:00:00,SWE
174,15,h059,2003-05-10 12:00:00,2003-06-08 12:00:00,SWE
175,16,h053,2004-05-23 12:00:00,2004-06-21 12:00:00,SWE
176,17,h126,2009-05-15 12:00:00,2009-06-13 12:00:00,SWE
177,18,h087,2006-05-23 12:00:00,2006-06-21 12:00:00,SWE
178,19,h162,2009-09-01 12:00:00,2009-09-30 12:00:00,SWE
179,20,h059,2002-09-01 12:00:00,2002-09-30 12:00:00,SWE
180,21,h102,2009-05-15 12:00:00,2009-06-13 12:00:00,SWE
181,22,h059,2002-05-28 12:00:00,2002-06-26 12:00:00,SWE
182,23,h025,2005-05-03 12:00:00,2005-06-01 12:00:00,SWE
183,24,h141,2002-09-01 12:00:00,2002-09-30 12:00:00,SWE
184,25,h025,2004-09-01 12:00:00,2004-09-30 12:00:00,SWE
185,26,h146,2001-05-17 12:00:00,2001-06-15 12:00:00,SWE
186,27,h150,2003-05-13 12:00:00,2003-06-11 12:00:00,SWE
187,28,h111,2005-09-01 12:00:00,2005-09-30 12:00:00,SWE
188,29,h041,2009-05-23 12:00:00,2009-06-21 12:00:00,SWE
189,30,h053,2006-05-05 12:00:00,2006-06-03 12:00:00,SWE
190,31,h096,2001-05-19 12:00:00,2001-06-17 12:00:00,SWE
191,32,h031,2000-09-01 12:00:00,2000-09-30 12:00:00,SWE
192,33,h103,2006-05-24 12:00:00,2006-06-22 12:00:00,SWE
193,34,h120,2008-05-21 12:00:00,2008-06-19 12:00:00,SWE
194,35,h147,2004-05-12 12:00:00,2004-06-10 12:00:00,SWE
195,36,h096,2007-05-11 12:00:00,2007-06-09 12:00:00,SWE
196,37,h053,2005-05-12 12:00:00,2005-06-10 12:00:00,SWE
197,38,h051,2000-08-31 12:00:00,2000-09-29 12:00:00,SWE
198,39,h156,2002-06-01 12:00:00,2002-06-30 12:00:00,SWE
199,40,h088,2006-05-03 12:00:00,2006-06-01 12:00:00,SWE
200,41,h158,2006-05-25 12:00:00,2006-06-23 12:00:00,SWE
201,42,h058,2002-06-12 12:00:00,2002-07-11 12:00:00,SWE
202,43,h147,2001-08-30 12:00:00,2001-09-28 12:00:00,SWE
203,44,h088,2005-09-01 12:00:00,2005-09-30 12:00:00,SWE
204,45,h033,2005-05-17 12:00:00,2005-06-15 12:00:00,SWE
205,46,h142,2007-05-18 12:00:00,2007-06-16 12:00:00,SWE
206,47,h067,2009-05-08 12:00:00,2009-06-06 12:00:00,SWE
207,48,h152,2003-05-13 12:00:00,2003-06-11 12:00:00,SWE
208,49,h098,2004-05-24 12:00:00,2004-06-22 12:00:00,SWE
209,50,h058,2009-09-01 12:00:00,2009-09-30 12:00:00,SWE
210,51,h053,2004-09-01 12:00:00,2004-09-30 12:00:00,SWE
211,52,h105,2003-05-14 12:00:00,2003-06-12 12:00:00,SWE
212,53,h061,2003-05-12 12:00:00,2003-06-10 12:00:00,SWE
213,54,h102,2007-05-17 12:00:00,2007-06-15 12:00:00,SWE
214,55,h146,2002-06-03 12:00:00,2002-07-02 12:00:00,SWE
215,56,h140,2009-05-16 12:00:00,2009-06-14 12:00:00,SWE
216,57,h095,2000-08-31 12:00:00,2000-09-29 12:00:00,SWE
217,58,h053,2005-09-01 12:00:00,2005-09-30 12:00:00,SWE
218,59,h126,2008-09-01 12:00:00,2008-09-30 12:00:00,SWE
219,60,h069,2000-06-01 12:00:00,2000-06-30 12:00:00,SWE
220,61,h059,2009-09-01 12:00:00,2009-09-30 12:00:00,SWE
221,62,h077,2000-08-31 12:00:00,2000-09-29 12:00:00,SWE
222,63,h056,2005-05-26 12:00:00,2005-06-24 12:00:00,SWE
223,64,h151,2009-05-25 12:00:00,2009-06-23 12:00:00,SWE
224,65,h118,2007-05-25 12:00:00,2007-06-23 12:00:00,SWE
225,66,h109,2009-05-19 12:00:00,2009-06-17 12:00:00,SWE
226,67,h036,2007-05-09 12:00:00,2007-06-07 12:00:00,SWE
227,68,h132,2006-05-05 12:00:00,2006-06-03 12:00:00,SWE
228,69,h109,2004-05-11 12:00:00,2004-06-09 12:00:00,SWE
229,70,h056,2002-05-18 12:00:00,2002-06-16 12:00:00,SWE
230,71,h149,2003-09-01 12:00:00,2003-09-30 12:00:00,SWE
231,72,h021,2006-05-11 12:00:00,2006-06-09 12:00:00,SWE
232,73,h145,2005-05-05 12:00:00,2005-06-03 12:00:00,SWE
233,74,h143,2008-05-08 12:00:00,2008-06-06 12:00:00,SWE
234,75,h151,2002-05-23 12:00:00,2002-06-21 12:00:00,SWE
235,76,h067,2008-09-01 12:00:00,2008-09-30 12:00:00,SWE
236,77,h072,2008-09-01 12:00:00,2008-09-30 12:00:00,SWE
237,78,h146,2002-09-01 12:00:00,2002-09-30 12:00:00,SWE
238,79,h036,2009-05-18 12:00:00,2009-06-16 12:00:00,SWE
239,80,h150,2002-08-29 12:00:00,2002-09-27 12:00:00,SWE
240,81,h037,2003-05-13 12:00:00,2003-06-11 12:00:00,SWE
241,82,h044,2002-05-05 12:00:00,2002-06-03 12:00:00,SWE
242,83,h146,2006-05-07 12:00:00,2006-06-05 12:00:00,SWE
243,84,h091,2009-05-14 12:00:00,2009-06-12 12:00:00,SWE
244,85,h147,2004-09-01 12:00:00,2004-09-30 12:00:00,SWE
245,86,h146,2005-09-01 12:00:00,2005-09-30 12:00:00,SWE
246,87,h040,2005-05-18 12:00:00,2005-06-16 12:00:00,SWE
247,88,h150,2007-05-06 12:00:00,2007-06-04 12:00:00,SWE
248,89,h103,2005-05-20 12:00:00,2005-06-18 12:00:00,SWE
249,90,h167,2009-05-22 12:00:00,2009-06-20 12:00:00,SWE
250,91,h046,2001-05-18 12:00:00,2001-06-16 12:00:00,SWE
251,92,h141,2000-09-01 12:00:00,2000-09-30 12:00:00,SWE
252,93,h147,2003-09-01 12:00:00,2003-09-30 12:00:00,SWE
253,94,h059,2006-05-05 12:00:00,2006-06-03 12:00:00,SWE
254,95,h078,2005-05-14 12:00:00,2005-06-12 12:00:00,SWE
255,96,h046,2003-05-14 12:00:00,2003-06-12 12:00:00,SWE
256,97,h111,2004-09-01 12:00:00,2004-09-30 12:00:00,SWE
257,98,h146,2000-08-31 12:00:00,2000-09-29 12:00:00,SWE
258,99,h061,2009-05-21 12:00:00,2009-06-19 12:00:00,SWE
259,100,h132,2005-09-01 12:00:00,2005-09-30 12:00:00,SWE
260,101,h062,2001-05-08 12:00:00,2001-06-06 12:00:00,SWE
261,102,h101,2009-09-01 12:00:00,2009-09-30 12:00:00,SWE
262,103,h066,2003-05-19 12:00:00,2003-06-17 12:00:00,SWE
263,104,h054,2004-05-09 12:00:00,2004-06-07 12:00:00,SWE
264,105,h117,2002-05-15 12:00:00,2002-06-13 12:00:00,SWE
265,106,h010,2002-05-21 12:00:00,2002-06-19 12:00:00,SWE
266,107,h100,2002-08-29 12:00:00,2002-09-27 12:00:00,SWE
267,108,h145,2004-09-01 12:00:00,2004-09-30 12:00:00,SWE
268,109,h146,2009-08-31 12:00:00,2009-09-29 12:00:00,SWE
269,110,h046,2002-05-16 12:00:00,2002-06-14 12:00:00,SWE
270,111,h067,2001-05-05 12:00:00,2001-06-03 12:00:00,SWE
271,112,h053,2009-09-01 12:00:00,2009-09-30 12:00:00,SWE
272,113,h062,2000-09-01 12:00:00,2000-09-30 12:00:00,SWE
273,114,h145,2004-05-10 12:00:00,2004-06-08 12:00:00,SWE
274,115,h044,2001-09-01 12:00:00,2001-09-30 12:00:00,SWE
275,116,h158,2001-05-06 12:00:00,2001-06-04 12:00:00,SWE
276,117,h045,2001-09-01 12:00:00,2001-09-30 12:00:00,SWE
277,118,h114,2001-08-30 12:00:00,2001-09-28 12:00:00,SWE
278,119,h108,2009-05-07 12:00:00,2009-06-05 12:00:00,SWE
279,120,h147,2000-09-01 12:00:00,2000-09-30 12:00:00,SWE
280,121,h047,2008-05-12 12:00:00,2008-06-10 12:00:00,SWE
281,122,h095,2008-05-27 12:00:00,2008-06-25 12:00:00,SWE
282,123,h100,2004-08-30 12:00:00,2004-09-28 12:00:00,SWE
283,124,h056,2004-05-16 12:00:00,2004-06-14 12:00:00,SWE
284,125,h150,2006-09-01 12:00:00,2006-09-30 12:00:00,SWE
285,126,h103,2008-09-01 12:00:00,2008-09-30 12:00:00,SWE
286,127,h158,2000-09-01 12:00:00,2000-09-30 12:00:00,SWE
287,128,h068,2007-05-21 12:00:00,2007-06-19 12:00:00,SWE
288,129,h138,2006-05-20 12:00:00,2006-06-18 12:00:00,SWE
289,130,h124,2001-08-27 12:00:00,2001-09-25 12:00:00,SWE
290,131,h061,2000-06-01 12:00:00,2000-06-30 12:00:00,SWE
291,132,h086,2007-05-08 12:00:00,2007-06-06 12:00:00,SWE
292,133,h159,2000-06-01 12:00:00,2000-06-30 12:00:00,SWE
293,134,h059,2005-09-01 12:00:00,2005-09-30 12:00:00,SWE
294,135,h091,2008-09-01 12:00:00,2008-09-30 12:00:00,SWE
295,136,h090,2000-08-31 12:00:00,2000-09-29 12:00:00,SWE
296,137,h149,2002-05-24 12:00:00,2002-06-22 12:00:00,SWE
297,138,h143,2003-05-11 12:00:00,2003-06-09 12:00:00,SWE
298,139,h151,2002-09-01 12:00:00,2002-09-30 12:00:00,SWE
299,140,h141,2002-05-07 12:00:00,2002-06-05 12:00:00,SWE
300,141,h043,2000-08-31 12:00:00,2000-09-29 12:00:00,SWE
301,142,h040,2009-09-01 12:00:00,2009-09-30 12:00:00,SWE
302,143,h166,2004-05-13 12:00:00,2004-06-11 12:00:00,SWE
303,144,h144,2004-09-01 12:00:00,2004-09-30 12:00:00,SWE
304,145,h067,2000-09-01 12:00:00,2000-09-30 12:00:00,SWE
305,146,h141,2009-05-10 12:00:00,2009-06-08 12:00:00,SWE
306,147,h052,2009-09-01 12:00:00,2009-09-30 12:00:00,SWE
307,148,h145,2007-05-06 12:00:00,2007-06-04 12:00:00,SWE
308,149,h145,2008-05-15 12:00:00,2008-06-13 12:00:00,SWE
309,150,h102,2007-08-30 12:00:00,2007-09-28 12:00:00,SWE
310,151,h064,2004-05-11 12:00:00,2004-06-09 12:00:00,SWE
311,152,h093,2000-08-31 12:00:00,2000-09-29 12:00:00,SWE
312,153,h075,2006-05-11 12:00:00,2006-06-09 12:00:00,SWE
313,154,h118,2006-05-29 12:00:00,2006-06-27 12:00:00,SWE
314,155,h161,2003-05-15 12:00:00,2003-06-13 12:00:00,SWE
315,156,h144,2003-05-20 12:00:00,2003-06-18 12:00:00,SWE
316,157,h060,2004-05-19 12:00:00,2004-06-17 12:00:00,SWE
317,158,h059,2008-09-01 12:00:00,2008-09-30 12:00:00,SWE
318,159,h083,2001-05-18 12:00:00,2001-06-16 12:00:00,SWE
319,160,h145,2009-05-03 12:00:00,2009-06-01 12:00:00,SWE
320,1,h051,2004-09-01 12:00:00,2004-09-30 12:00:00,CHE
321,2,h051,2004-08-02 12:00:00,2004-08-31 12:00:00,CHE
322,3,h162,2009-08-31 12:00:00,2009-09-29 12:00:00,CHE
323,4,h017,2000-09-01 12:00:00,2000-09-30 12:00:00,CHE
324,5,h136,2006-05-04 12:00:00,2006-06-02 12:00:00,CHE
325,6,h136,2005-09-01 12:00:00,2005-09-30 12:00:00,CHE
326,7,h146,2004-08-31 12:00:00,2004-09-29 12:00:00,CHE
327,8,h127,2008-09-01 12:00:00,2008-09-30 12:00:00,CHE
328,9,h129,2004-09-01 12:00:00,2004-09-30 12:00:00,CHE
329,10,h041,2005-08-25 12:00:00,2005-09-23 12:00:00,CHE
330,11,h065,2001-09-01 12:00:00,2001-09-30 12:00:00,CHE
331,12,h107,2006-09-01 12:00:00,2006-09-30 12:00:00,CHE
332,13,h036,2006-09-01 12:00:00,2006-09-30 12:00:00,CHE
333,14,h157,2008-09-01 12:00:00,2008-09-30 12:00:00,CHE
334,15,h043,2005-09-01 12:00:00,2005-09-30 12:00:00,CHE
335,16,h054,2001-08-30 12:00:00,2001-09-28 12:00:00,CHE
336,17,h095,2003-09-01 12:00:00,2003-09-30 12:00:00,CHE
337,18,h040,2003-08-31 12:00:00,2003-09-29 12:00:00,CHE
338,19,h095,2000-08-31 12:00:00,2000-09-29 12:00:00,CHE
339,20,h152,2005-09-01 12:00:00,2005-09-30 12:00:00,CHE
340,21,h100,2002-09-01 12:00:00,2002-09-30 12:00:00,CHE
341,22,h053,2004-09-01 12:00:00,2004-09-30 12:00:00,CHE
342,23,h159,2007-05-09 12:00:00,2007-06-07 12:00:00,CHE
343,24,h126,2009-05-16 12:00:00,2009-06-14 12:00:00,CHE
344,25,h050,2008-09-01 12:00:00,2008-09-30 12:00:00,CHE
345,26,h167,2005-09-01 12:00:00,2005-09-30 12:00:00,CHE
346,27,h057,2009-09-01 12:00:00,2009-09-30 12:00:00,CHE
347,28,h124,2007-09-01 12:00:00,2007-09-30 12:00:00,CHE
348,29,h124,2005-09-01 12:00:00,2005-09-30 12:00:00,CHE
349,30,h110,2004-05-18 12:00:00,2004-06-16 12:00:00,CHE
350,31,h089,2006-08-31 12:00:00,2006-09-29 12:00:00,CHE
351,32,h150,2002-09-01 12:00:00,2002-09-30 12:00:00,CHE
352,33,h110,2008-08-26 12:00:00,2008-09-24 12:00:00,CHE
353,34,h127,2005-09-01 12:00:00,2005-09-30 12:00:00,CHE
354,35,h022,2008-09-01 12:00:00,2008-09-30 12:00:00,CHE
355,36,h142,2006-08-31 12:00:00,2006-09-29 12:00:00,CHE
356,37,h155,2004-09-01 12:00:00,2004-09-30 12:00:00,CHE
357,38,h126,2008-09-01 12:00:00,2008-09-30 12:00:00,CHE
358,39,h030,2005-05-13 12:00:00,2005-06-11 12:00:00,CHE
359,40,h148,2008-09-01 12:00:00,2008-09-30 12:00:00,CHE
360,41,h073,2000-08-31 12:00:00,2000-09-29 12:00:00,CHE
361,42,h099,2008-05-11 12:00:00,2008-06-09 12:00:00,CHE
362,43,h123,2008-09-01 12:00:00,2008-09-30 12:00:00,CHE
363,44,h140,2008-09-01 12:00:00,2008-09-30 12:00:00,CHE
364,45,h049,2004-09-01 12:00:00,2004-09-30 12:00:00,CHE
365,46,h075,2001-08-30 12:00:00,2001-09-28 12:00:00,CHE
366,47,h011,2000-08-31 12:00:00,2000-09-29 12:00:00,CHE
367,48,h034,2001-08-30 12:00:00,2001-09-28 12:00:00,CHE
368,49,h044,2008-09-01 12:00:00,2008-09-30 12:00:00,CHE
369,50,h051,2003-09-01 12:00:00,2003-09-30 12:00:00,CHE
370,51,h094,2002-09-01 12:00:00,2002-09-30 12:00:00,CHE
371,52,h023,2006-08-31 12:00:00,2006-09-29 12:00:00,CHE
372,53,h126,2000-08-29 12:00:00,2000-09-27 12:00:00,CHE
373,54,h141,2008-09-01 12:00:00,2008-09-30 12:00:00,CHE
374,55,h155,2006-08-31 12:00:00,2006-09-29 12:00:00,CHE
375,56,h029,2006-08-31 12:00:00,2006-09-29 12:00:00,CHE
376,57,h051,2009-08-31 12:00:00,2009-09-29 12:00:00,CHE
