,index,runs,time,residual,event_of_run,event_nr,event_mean_residual,event_total_residual,nr_of_days,month,doy,week,country
14109,358430,h109,2008-01-31 12:00:00,902357.0412280597,11,140,921044.9551132441,13815674.326698663,15,12,31,51,ITA
14110,358431,h109,2008-02-01 12:00:00,907272.6596353481,11,140,921044.9551132441,13815674.326698663,15,12,32,51,ITA
14111,194956,h064,2002-12-09 12:00:00,930946.4070446949,4,141,920285.4278429869,13804281.417644802,15,12,343,50,ITA
14112,194957,h064,2002-12-10 12:00:00,930946.4070446949,4,141,920285.4278429869,13804281.417644802,15,12,344,50,ITA
14113,194958,h064,2002-12-11 12:00:00,930946.407044695,4,141,920285.4278429869,13804281.417644802,15,12,345,50,ITA
14114,194959,h064,2002-12-12 12:00:00,930946.407044695,4,141,920285.4278429869,13804281.417644802,15,12,346,50,ITA
14115,194960,h064,2002-12-13 12:00:00,930946.4070446952,4,141,920285.4278429869,13804281.417644802,15,12,347,50,ITA
14116,194963,h064,2002-12-16 12:00:00,909408.6811651476,4,141,920285.4278429869,13804281.417644802,15,12,350,50,ITA
14117,194964,h064,2002-12-17 12:00:00,892439.1702462236,4,141,920285.4278429869,13804281.417644802,15,12,351,50,ITA
14118,194967,h064,2002-12-20 12:00:00,893012.1893831473,4,141,920285.4278429869,13804281.417644802,15,12,354,50,ITA
14119,194970,h064,2002-12-23 12:00:00,907538.6738727762,4,141,920285.4278429869,13804281.417644802,15,12,357,50,ITA
14120,194971,h064,2002-12-24 12:00:00,920332.7582810671,4,141,920285.4278429869,13804281.417644802,15,12,358,50,ITA
14121,194972,h064,2002-12-25 12:00:00,925384.3346667557,4,141,920285.4278429869,13804281.417644802,15,12,359,50,ITA
14122,194973,h064,2002-12-26 12:00:00,925384.3346667557,4,141,920285.4278429869,13804281.417644802,15,12,360,50,ITA
14123,194974,h064,2002-12-27 12:00:00,925384.3346667557,4,141,920285.4278429869,13804281.417644802,15,12,361,50,ITA
14124,194977,h064,2002-12-30 12:00:00,925280.5708059453,4,141,920285.4278429869,13804281.417644802,15,12,364,50,ITA
14125,194978,h064,2002-12-31 12:00:00,925384.3346667559,4,141,920285.4278429869,13804281.417644802,15,12,365,50,ITA
14126,280440,h088,2001-01-08 12:00:00,915373.461033074,4,142,917534.1815093849,13763012.722640773,15,1,8,2,ITA
14127,280441,h088,2001-01-09 12:00:00,915373.4610330741,4,142,917534.1815093849,13763012.722640773,15,1,9,2,ITA
14128,280442,h088,2001-01-10 12:00:00,915373.461033074,4,142,917534.1815093849,13763012.722640773,15,1,10,2,ITA
14129,280443,h088,2001-01-11 12:00:00,915373.4610330741,4,142,917534.1815093849,13763012.722640773,15,1,11,2,ITA
14130,280444,h088,2001-01-12 12:00:00,915373.4610330741,4,142,917534.1815093849,13763012.722640773,15,1,12,2,ITA
14131,280447,h088,2001-01-15 12:00:00,921492.4450962238,4,142,917534.1815093849,13763012.722640773,15,1,15,2,ITA
14132,280448,h088,2001-01-16 12:00:00,921492.4450962237,4,142,917534.1815093849,13763012.722640773,15,1,16,2,ITA
14133,280449,h088,2001-01-17 12:00:00,921492.445096224,4,142,917534.1815093849,13763012.722640773,15,1,17,2,ITA
14134,280450,h088,2001-01-18 12:00:00,919960.028120916,4,142,917534.1815093849,13763012.722640773,15,1,18,2,ITA
14135,280451,h088,2001-01-19 12:00:00,921492.4450962238,4,142,917534.1815093849,13763012.722640773,15,1,19,2,ITA
14136,280454,h088,2001-01-22 12:00:00,902544.2044372655,4,142,917534.1815093849,13763012.722640773,15,1,22,2,ITA
14137,280455,h088,2001-01-23 12:00:00,913194.0692436519,4,142,917534.1815093849,13763012.722640773,15,1,23,2,ITA
14138,280456,h088,2001-01-24 12:00:00,921492.4450962241,4,142,917534.1815093849,13763012.722640773,15,1,24,2,ITA
14139,280457,h088,2001-01-25 12:00:00,921492.445096224,4,142,917534.1815093849,13763012.722640773,15,1,25,2,ITA
14140,280458,h088,2001-01-26 12:00:00,921492.4450962241,4,142,917534.1815093849,13763012.722640773,15,1,26,2,ITA
14141,356229,h109,2002-01-21 12:00:00,900392.1031596211,6,143,916778.3873299609,13751675.809949415,15,1,21,4,ITA
14142,356230,h109,2002-01-22 12:00:00,900392.1031596211,6,143,916778.3873299609,13751675.809949415,15,1,22,4,ITA
14143,356231,h109,2002-01-23 12:00:00,900392.1031596211,6,143,916778.3873299609,13751675.809949415,15,1,23,4,ITA
14144,356232,h109,2002-01-24 12:00:00,900392.1031596211,6,143,916778.3873299609,13751675.809949415,15,1,24,4,ITA
14145,356233,h109,2002-01-25 12:00:00,900392.103159621,6,143,916778.3873299609,13751675.809949415,15,1,25,4,ITA
14146,356236,h109,2002-01-28 12:00:00,907645.5354359911,6,143,916778.3873299609,13751675.809949415,15,1,28,4,ITA
14147,356237,h109,2002-01-29 12:00:00,926689.7427340626,6,143,916778.3873299609,13751675.809949415,15,1,29,4,ITA
14148,356238,h109,2002-01-30 12:00:00,927899.1753654927,6,143,916778.3873299609,13751675.809949415,15,1,30,4,ITA
14149,356239,h109,2002-01-31 12:00:00,927899.1753654928,6,143,916778.3873299609,13751675.809949415,15,1,31,4,ITA
14150,356240,h109,2002-02-01 12:00:00,927899.1753654929,6,143,916778.3873299609,13751675.809949415,15,1,32,4,ITA
14151,356243,h109,2002-02-04 12:00:00,927899.1753654928,6,143,916778.3873299609,13751675.809949415,15,1,35,4,ITA
14152,356244,h109,2002-02-05 12:00:00,927899.1753654927,6,143,916778.3873299609,13751675.809949415,15,1,36,4,ITA
14153,356245,h109,2002-02-06 12:00:00,927899.1753654929,6,143,916778.3873299609,13751675.809949415,15,1,37,4,ITA
14154,356246,h109,2002-02-07 12:00:00,927899.1753654928,6,143,916778.3873299609,13751675.809949415,15,1,38,4,ITA
14155,356247,h109,2002-02-08 12:00:00,920085.7884228068,6,143,916778.3873299609,13751675.809949415,15,1,39,4,ITA
14156,400742,h121,2005-12-12 12:00:00,901096.8585323339,9,144,915291.3810732212,13729370.716098318,15,1,346,5,ITA
14157,400743,h121,2005-12-13 12:00:00,901096.8585323337,9,144,915291.3810732212,13729370.716098318,15,1,347,5,ITA
14158,400744,h121,2005-12-14 12:00:00,901096.8585323336,9,144,915291.3810732212,13729370.716098318,15,1,348,5,ITA
14159,400745,h121,2005-12-15 12:00:00,901096.8585323336,9,144,915291.3810732212,13729370.716098318,15,1,349,5,ITA
14160,401513,h121,2008-01-22 12:00:00,898653.0530896655,9,144,915291.3810732212,13729370.716098318,15,1,22,5,ITA
14161,401515,h121,2008-01-24 12:00:00,900456.406203201,9,144,915291.3810732212,13729370.716098318,15,1,24,5,ITA
14162,401516,h121,2008-01-25 12:00:00,916924.6031021663,9,144,915291.3810732212,13729370.716098318,15,1,25,5,ITA
14163,401519,h121,2008-01-28 12:00:00,934780.0091187307,9,144,915291.3810732212,13729370.716098318,15,1,28,5,ITA
14164,401520,h121,2008-01-29 12:00:00,934780.0091187304,9,144,915291.3810732212,13729370.716098318,15,1,29,5,ITA
14165,401521,h121,2008-01-30 12:00:00,934780.0091187304,9,144,915291.3810732212,13729370.716098318,15,1,30,5,ITA
14166,401522,h121,2008-01-31 12:00:00,934780.0091187304,9,144,915291.3810732212,13729370.716098318,15,1,31,5,ITA
14167,401523,h121,2008-02-01 12:00:00,920042.8431196155,9,144,915291.3810732212,13729370.716098318,15,1,32,5,ITA
14168,401526,h121,2008-02-04 12:00:00,904726.1035587941,9,144,915291.3810732212,13729370.716098318,15,1,35,5,ITA
14169,401527,h121,2008-02-05 12:00:00,910588.2086244914,9,144,915291.3810732212,13729370.716098318,15,1,36,5,ITA
14170,401528,h121,2008-02-06 12:00:00,934472.0277961267,9,144,915291.3810732212,13729370.716098318,15,1,37,5,ITA
14171,9688,h012,2006-12-12 12:00:00,909464.9477197701,1,145,914599.6770723928,13718995.156085892,15,12,346,51,ITA
14172,9689,h012,2006-12-13 12:00:00,909464.9477197701,1,145,914599.6770723928,13718995.156085892,15,12,347,51,ITA
14173,9690,h012,2006-12-14 12:00:00,909464.94771977,1,145,914599.6770723928,13718995.156085892,15,12,348,51,ITA
14174,9691,h012,2006-12-15 12:00:00,896357.623994168,1,145,914599.6770723928,13718995.156085892,15,12,349,51,ITA
14175,9694,h012,2006-12-18 12:00:00,921050.2011276288,1,145,914599.6770723928,13718995.156085892,15,12,352,51,ITA
14176,9695,h012,2006-12-19 12:00:00,921050.2011276288,1,145,914599.6770723928,13718995.156085892,15,12,353,51,ITA
14177,9696,h012,2006-12-20 12:00:00,921050.2011276288,1,145,914599.6770723928,13718995.156085892,15,12,354,51,ITA
14178,9697,h012,2006-12-21 12:00:00,921050.2011276287,1,145,914599.6770723928,13718995.156085892,15,12,355,51,ITA
14179,9698,h012,2006-12-22 12:00:00,921050.2011276289,1,145,914599.6770723928,13718995.156085892,15,12,356,51,ITA
14180,9701,h012,2006-12-25 12:00:00,921050.2011276287,1,145,914599.6770723928,13718995.156085892,15,12,359,51,ITA
14181,9702,h012,2006-12-26 12:00:00,921050.2011276286,1,145,914599.6770723928,13718995.156085892,15,12,360,51,ITA
14182,9703,h012,2006-12-27 12:00:00,916776.6340158839,1,145,914599.6770723928,13718995.156085892,15,12,361,51,ITA
14183,9704,h012,2006-12-28 12:00:00,921050.2011276287,1,145,914599.6770723928,13718995.156085892,15,12,362,51,ITA
14184,9705,h012,2006-12-29 12:00:00,901706.3186587694,1,145,914599.6770723928,13718995.156085892,15,12,363,51,ITA
14185,9712,h012,2007-01-05 12:00:00,907358.1272367327,1,145,914599.6770723928,13718995.156085892,15,12,5,51,ITA
14186,535398,h159,2001-01-05 12:00:00,898875.2792285419,1,146,914122.9214122175,13711843.821183262,15,1,5,2,ITA
14187,535401,h159,2001-01-08 12:00:00,921210.446936797,1,146,914122.9214122175,13711843.821183262,15,1,8,2,ITA
14188,535402,h159,2001-01-09 12:00:00,921210.4469367969,1,146,914122.9214122175,13711843.821183262,15,1,9,2,ITA
14189,535403,h159,2001-01-10 12:00:00,921210.4469367969,1,146,914122.9214122175,13711843.821183262,15,1,10,2,ITA
14190,535404,h159,2001-01-11 12:00:00,921210.446936797,1,146,914122.9214122175,13711843.821183262,15,1,11,2,ITA
14191,535405,h159,2001-01-12 12:00:00,921210.4469367972,1,146,914122.9214122175,13711843.821183262,15,1,12,2,ITA
14192,535408,h159,2001-01-15 12:00:00,921210.4469367961,1,146,914122.9214122175,13711843.821183262,15,1,15,2,ITA
14193,535409,h159,2001-01-16 12:00:00,921210.4469367974,1,146,914122.9214122175,13711843.821183262,15,1,16,2,ITA
14194,535410,h159,2001-01-17 12:00:00,921210.4469367971,1,146,914122.9214122175,13711843.821183262,15,1,17,2,ITA
14195,535411,h159,2001-01-18 12:00:00,921210.4469367972,1,146,914122.9214122175,13711843.821183262,15,1,18,2,ITA
14196,535412,h159,2001-01-19 12:00:00,921210.4469367974,1,146,914122.9214122175,13711843.821183262,15,1,19,2,ITA
14197,535415,h159,2001-01-22 12:00:00,921004.3195215985,1,146,914122.9214122175,13711843.821183262,15,1,22,2,ITA
14198,535416,h159,2001-01-23 12:00:00,894841.364339509,1,146,914122.9214122175,13711843.821183262,15,1,23,2,ITA
14199,535417,h159,2001-01-24 12:00:00,894429.1213080289,1,146,914122.9214122175,13711843.821183262,15,1,24,2,ITA
14200,535418,h159,2001-01-25 12:00:00,890589.267417616,1,146,914122.9214122175,13711843.821183262,15,1,25,2,ITA
14201,245227,h078,2002-12-06 12:00:00,891455.8604146335,10,147,911633.1739964039,13674497.609946059,15,12,340,52,ITA
14202,245230,h078,2002-12-09 12:00:00,898213.2112399457,10,147,911633.1739964039,13674497.609946059,15,12,343,52,ITA
14203,245231,h078,2002-12-10 12:00:00,898213.2112399456,10,147,911633.1739964039,13674497.609946059,15,12,344,52,ITA
14204,245233,h078,2002-12-12 12:00:00,898213.2112399456,10,147,911633.1739964039,13674497.609946059,15,12,346,52,ITA
14205,245234,h078,2002-12-13 12:00:00,898213.2112399455,10,147,911633.1739964039,13674497.609946059,15,12,347,52,ITA
14206,245237,h078,2002-12-16 12:00:00,925961.3446360573,10,147,911633.1739964039,13674497.609946059,15,12,350,52,ITA
14207,245238,h078,2002-12-17 12:00:00,897928.4911589401,10,147,911633.1739964039,13674497.609946059,15,12,351,52,ITA
14208,245241,h078,2002-12-20 12:00:00,925961.3446360574,10,147,911633.1739964039,13674497.609946059,15,12,354,52,ITA
14209,245244,h078,2002-12-23 12:00:00,925961.3446360577,10,147,911633.1739964039,13674497.609946059,15,12,357,52,ITA
14210,245245,h078,2002-12-24 12:00:00,925961.344636057,10,147,911633.1739964039,13674497.609946059,15,12,358,52,ITA
14211,245246,h078,2002-12-25 12:00:00,925961.3446360576,10,147,911633.1739964039,13674497.609946059,15,12,359,52,ITA
14212,245247,h078,2002-12-26 12:00:00,914938.7529131554,10,147,911633.1739964039,13674497.609946059,15,12,360,52,ITA
14213,245248,h078,2002-12-27 12:00:00,925961.3446360574,10,147,911633.1739964039,13674497.609946059,15,12,361,52,ITA
14214,245251,h078,2002-12-30 12:00:00,926086.6602414113,10,147,911633.1739964039,13674497.609946059,15,12,364,52,ITA
14215,245252,h078,2002-12-31 12:00:00,895466.9324417914,10,147,911633.1739964039,13674497.609946059,15,12,365,52,ITA
14216,296645,h092,2006-01-23 12:00:00,891133.3329248704,1,148,908714.266682721,13630714.000240814,15,2,23,4,ITA
14217,296646,h092,2006-01-24 12:00:00,891133.3329248703,1,148,908714.266682721,13630714.000240814,15,2,24,4,ITA
14218,296647,h092,2006-01-25 12:00:00,891133.3329248703,1,148,908714.266682721,13630714.000240814,15,2,25,4,ITA
14219,296648,h092,2006-01-26 12:00:00,891133.3329248704,1,148,908714.266682721,13630714.000240814,15,2,26,4,ITA
14220,296649,h092,2006-01-27 12:00:00,891133.3329248703,1,148,908714.266682721,13630714.000240814,15,2,27,4,ITA
14221,296652,h092,2006-01-30 12:00:00,907964.1665891558,1,148,908714.266682721,13630714.000240814,15,2,30,4,ITA
14222,296653,h092,2006-01-31 12:00:00,906809.06051798,1,148,908714.266682721,13630714.000240814,15,2,31,4,ITA
14223,296654,h092,2006-02-01 12:00:00,916168.5215210011,1,148,908714.266682721,13630714.000240814,15,2,32,4,ITA
14224,296655,h092,2006-02-02 12:00:00,920586.5124269036,1,148,908714.266682721,13630714.000240814,15,2,33,4,ITA
14225,296656,h092,2006-02-03 12:00:00,920586.5124269037,1,148,908714.266682721,13630714.000240814,15,2,34,4,ITA
14226,296659,h092,2006-02-06 12:00:00,920586.5124269038,1,148,908714.266682721,13630714.000240814,15,2,37,4,ITA
14227,296660,h092,2006-02-07 12:00:00,920586.5124269039,1,148,908714.266682721,13630714.000240814,15,2,38,4,ITA
14228,296661,h092,2006-02-08 12:00:00,920586.5124269039,1,148,908714.266682721,13630714.000240814,15,2,39,4,ITA
14229,296662,h092,2006-02-09 12:00:00,920586.5124269037,1,148,908714.266682721,13630714.000240814,15,2,40,4,ITA
14230,296663,h092,2006-02-10 12:00:00,920586.5124269037,1,148,908714.266682721,13630714.000240814,15,2,41,4,ITA
14231,230166,h074,2001-01-08 12:00:00,904475.1184696391,1,149,906796.6822725423,13601950.234088134,15,1,8,3,ITA
14232,230167,h074,2001-01-09 12:00:00,893261.607457875,1,149,906796.6822725423,13601950.234088134,15,1,9,3,ITA
14233,230169,h074,2001-01-11 12:00:00,904475.1184696392,1,149,906796.6822725423,13601950.234088134,15,1,11,3,ITA
14234,230170,h074,2001-01-12 12:00:00,904475.1184696392,1,149,906796.6822725423,13601950.234088134,15,1,12,3,ITA
14235,230173,h074,2001-01-15 12:00:00,909969.3365141144,1,149,906796.6822725423,13601950.234088134,15,1,15,3,ITA
14236,230174,h074,2001-01-16 12:00:00,909969.3365141146,1,149,906796.6822725423,13601950.234088134,15,1,16,3,ITA
14237,230175,h074,2001-01-17 12:00:00,909969.3365141145,1,149,906796.6822725423,13601950.234088134,15,1,17,3,ITA
14238,230176,h074,2001-01-18 12:00:00,909969.3365141143,1,149,906796.6822725423,13601950.234088134,15,1,18,3,ITA
14239,230177,h074,2001-01-19 12:00:00,909969.3365141144,1,149,906796.6822725423,13601950.234088134,15,1,19,3,ITA
14240,230180,h074,2001-01-22 12:00:00,909969.3365141149,1,149,906796.6822725423,13601950.234088134,15,1,22,3,ITA
14241,230181,h074,2001-01-23 12:00:00,909969.3365141149,1,149,906796.6822725423,13601950.234088134,15,1,23,3,ITA
14242,230182,h074,2001-01-24 12:00:00,909969.3365141148,1,149,906796.6822725423,13601950.234088134,15,1,24,3,ITA
14243,230183,h074,2001-01-25 12:00:00,909969.3365141149,1,149,906796.6822725423,13601950.234088134,15,1,25,3,ITA
14244,230184,h074,2001-01-26 12:00:00,909969.3365141148,1,149,906796.6822725423,13601950.234088134,15,1,26,3,ITA
14245,230187,h074,2001-01-29 12:00:00,895569.9060801944,1,149,906796.6822725423,13601950.234088134,15,1,29,3,ITA
14246,36637,h020,2002-01-28 12:00:00,899545.8295733738,4,150,906461.5225976842,13596922.838965263,15,2,28,5,ITA
14247,36638,h020,2002-01-29 12:00:00,899545.8295733738,4,150,906461.5225976842,13596922.838965263,15,2,29,5,ITA
14248,36639,h020,2002-01-30 12:00:00,899545.8295733737,4,150,906461.5225976842,13596922.838965263,15,2,30,5,ITA
14249,36640,h020,2002-01-31 12:00:00,899545.8295733737,4,150,906461.5225976842,13596922.838965263,15,2,31,5,ITA
14250,36641,h020,2002-02-01 12:00:00,899545.8295733738,4,150,906461.5225976842,13596922.838965263,15,2,32,5,ITA
14251,36644,h020,2002-02-04 12:00:00,907917.4184869031,4,150,906461.5225976842,13596922.838965263,15,2,35,5,ITA
14252,36645,h020,2002-02-05 12:00:00,912261.8865374355,4,150,906461.5225976842,13596922.838965263,15,2,36,5,ITA
14253,36646,h020,2002-02-06 12:00:00,912261.8865374353,4,150,906461.5225976842,13596922.838965263,15,2,37,5,ITA
14254,36647,h020,2002-02-07 12:00:00,912261.8865374353,4,150,906461.5225976842,13596922.838965263,15,2,38,5,ITA
14255,36648,h020,2002-02-08 12:00:00,912261.8865374352,4,150,906461.5225976842,13596922.838965263,15,2,39,5,ITA
14256,36651,h020,2002-02-11 12:00:00,912261.8865374352,4,150,906461.5225976842,13596922.838965263,15,2,42,5,ITA
14257,36652,h020,2002-02-12 12:00:00,912261.8865374353,4,150,906461.5225976842,13596922.838965263,15,2,43,5,ITA
14258,36653,h020,2002-02-13 12:00:00,912261.8865374353,4,150,906461.5225976842,13596922.838965263,15,2,44,5,ITA
14259,36654,h020,2002-02-14 12:00:00,912261.8865374355,4,150,906461.5225976842,13596922.838965263,15,2,45,5,ITA
14260,36655,h020,2002-02-15 12:00:00,893181.1803120109,4,150,906461.5225976842,13596922.838965263,15,2,46,5,ITA
14261,376361,h114,2008-01-07 12:00:00,900616.2568271739,12,151,905461.1551946383,13581917.327919574,15,1,7,2,ITA
14262,376362,h114,2008-01-08 12:00:00,900616.2568271739,12,151,905461.1551946383,13581917.327919574,15,1,8,2,ITA
14263,376363,h114,2008-01-09 12:00:00,900616.256827174,12,151,905461.1551946383,13581917.327919574,15,1,9,2,ITA
14264,376364,h114,2008-01-10 12:00:00,900616.2568271741,12,151,905461.1551946383,13581917.327919574,15,1,10,2,ITA
14265,376365,h114,2008-01-11 12:00:00,900616.256827174,12,151,905461.1551946383,13581917.327919574,15,1,11,2,ITA
14266,376368,h114,2008-01-14 12:00:00,907883.6043783706,12,151,905461.1551946383,13581917.327919574,15,1,14,2,ITA
14267,376369,h114,2008-01-15 12:00:00,907883.6043783705,12,151,905461.1551946383,13581917.327919574,15,1,15,2,ITA
14268,376370,h114,2008-01-16 12:00:00,907883.6043783705,12,151,905461.1551946383,13581917.327919574,15,1,16,2,ITA
14269,376371,h114,2008-01-17 12:00:00,907883.6043783705,12,151,905461.1551946383,13581917.327919574,15,1,17,2,ITA
14270,376372,h114,2008-01-18 12:00:00,907883.6043783703,12,151,905461.1551946383,13581917.327919574,15,1,18,2,ITA
14271,376375,h114,2008-01-21 12:00:00,907883.6043783702,12,151,905461.1551946383,13581917.327919574,15,1,21,2,ITA
14272,376376,h114,2008-01-22 12:00:00,907883.6043783702,12,151,905461.1551946383,13581917.327919574,15,1,22,2,ITA
14273,376377,h114,2008-01-23 12:00:00,907883.6043783702,12,151,905461.1551946383,13581917.327919574,15,1,23,2,ITA
14274,376378,h114,2008-01-24 12:00:00,907883.6043783701,12,151,905461.1551946383,13581917.327919574,15,1,24,2,ITA
14275,376379,h114,2008-01-25 12:00:00,907883.6043783701,12,151,905461.1551946383,13581917.327919574,15,1,25,2,ITA
14276,569527,h168,2005-12-20 12:00:00,897635.4813411171,10,152,905433.120713568,13581496.81070352,15,12,354,52,ITA
14277,569528,h168,2005-12-21 12:00:00,900870.0547922046,10,152,905433.120713568,13581496.81070352,15,12,355,52,ITA
14278,569529,h168,2005-12-22 12:00:00,913995.1145798314,10,152,905433.120713568,13581496.81070352,15,12,356,52,ITA
14279,569530,h168,2005-12-23 12:00:00,913995.1145798313,10,152,905433.120713568,13581496.81070352,15,12,357,52,ITA
14280,569533,h168,2005-12-26 12:00:00,913995.1145798313,10,152,905433.120713568,13581496.81070352,15,12,360,52,ITA
14281,569534,h168,2005-12-27 12:00:00,913995.1145798314,10,152,905433.120713568,13581496.81070352,15,12,361,52,ITA
14282,569535,h168,2005-12-28 12:00:00,913995.1145798314,10,152,905433.120713568,13581496.81070352,15,12,362,52,ITA
14283,569536,h168,2005-12-29 12:00:00,913995.1145798315,10,152,905433.120713568,13581496.81070352,15,12,363,52,ITA
14284,569537,h168,2005-12-30 12:00:00,913995.1145798314,10,152,905433.120713568,13581496.81070352,15,12,364,52,ITA
14285,570649,h168,2009-01-15 12:00:00,897504.2454185629,10,152,905433.120713568,13581496.81070352,15,12,15,52,ITA
14286,570650,h168,2009-01-16 12:00:00,897504.2454185633,10,152,905433.120713568,13581496.81070352,15,12,16,52,ITA
14287,570653,h168,2009-01-19 12:00:00,897504.245418563,10,152,905433.120713568,13581496.81070352,15,12,19,52,ITA
14288,570654,h168,2009-01-20 12:00:00,897504.245418563,10,152,905433.120713568,13581496.81070352,15,12,20,52,ITA
14289,570655,h168,2009-01-21 12:00:00,897504.2454185629,10,152,905433.120713568,13581496.81070352,15,12,21,52,ITA
14290,570656,h168,2009-01-22 12:00:00,897504.245418563,10,152,905433.120713568,13581496.81070352,15,12,22,52,ITA
14291,316714,h098,2002-01-07 12:00:00,908240.4751258531,3,153,904099.4975841616,13561492.463762423,15,1,7,2,ITA
14292,316715,h098,2002-01-08 12:00:00,894521.5956096126,3,153,904099.4975841616,13561492.463762423,15,1,8,2,ITA
14293,316716,h098,2002-01-09 12:00:00,907550.9701186172,3,153,904099.4975841616,13561492.463762423,15,1,9,2,ITA
14294,316717,h098,2002-01-10 12:00:00,904334.394827972,3,153,904099.4975841616,13561492.463762423,15,1,10,2,ITA
14295,316718,h098,2002-01-11 12:00:00,908240.4751258529,3,153,904099.4975841616,13561492.463762423,15,1,11,2,ITA
14296,316721,h098,2002-01-14 12:00:00,908240.4751258523,3,153,904099.4975841616,13561492.463762423,15,1,14,2,ITA
14297,316722,h098,2002-01-15 12:00:00,908240.4751258525,3,153,904099.4975841616,13561492.463762423,15,1,15,2,ITA
14298,316723,h098,2002-01-16 12:00:00,908240.4751258524,3,153,904099.4975841616,13561492.463762423,15,1,16,2,ITA
14299,316724,h098,2002-01-17 12:00:00,908240.4751258524,3,153,904099.4975841616,13561492.463762423,15,1,17,2,ITA
14300,316725,h098,2002-01-18 12:00:00,907505.6339315954,3,153,904099.4975841616,13561492.463762423,15,1,18,2,ITA
14301,316728,h098,2002-01-21 12:00:00,908240.4751258526,3,153,904099.4975841616,13561492.463762423,15,1,21,2,ITA
14302,316729,h098,2002-01-22 12:00:00,894975.7183309323,3,153,904099.4975841616,13561492.463762423,15,1,22,2,ITA
14303,316730,h098,2002-01-23 12:00:00,893612.0494044134,3,153,904099.4975841616,13561492.463762423,15,1,23,2,ITA
14304,316731,h098,2002-01-24 12:00:00,900808.7423874281,3,153,904099.4975841616,13561492.463762423,15,1,24,2,ITA
14305,316732,h098,2002-01-25 12:00:00,900500.0332708824,3,153,904099.4975841616,13561492.463762423,15,1,25,2,ITA
14306,123164,h044,2003-01-06 12:00:00,896793.3568846092,2,154,903846.2896310409,13557694.344465613,15,1,6,2,ITA
14307,123165,h044,2003-01-07 12:00:00,894142.5107807469,2,154,903846.2896310409,13557694.344465613,15,1,7,2,ITA
14308,123166,h044,2003-01-08 12:00:00,900467.7046847969,2,154,903846.2896310409,13557694.344465613,15,1,8,2,ITA
14309,123167,h044,2003-01-09 12:00:00,904439.4377649463,2,154,903846.2896310409,13557694.344465613,15,1,9,2,ITA
14310,123168,h044,2003-01-10 12:00:00,898329.2449327534,2,154,903846.2896310409,13557694.344465613,15,1,10,2,ITA
14311,123171,h044,2003-01-13 12:00:00,908478.8222572628,2,154,903846.2896310409,13557694.344465613,15,1,13,2,ITA
14312,123172,h044,2003-01-14 12:00:00,908478.8222572627,2,154,903846.2896310409,13557694.344465613,15,1,14,2,ITA
14313,123173,h044,2003-01-15 12:00:00,908478.8222572625,2,154,903846.2896310409,13557694.344465613,15,1,15,2,ITA
14314,123174,h044,2003-01-16 12:00:00,908478.8222572625,2,154,903846.2896310409,13557694.344465613,15,1,16,2,ITA
14315,123175,h044,2003-01-17 12:00:00,908478.8222572624,2,154,903846.2896310409,13557694.344465613,15,1,17,2,ITA
14316,123178,h044,2003-01-20 12:00:00,908478.8222572625,2,154,903846.2896310409,13557694.344465613,15,1,20,2,ITA
14317,123179,h044,2003-01-21 12:00:00,908478.8222572627,2,154,903846.2896310409,13557694.344465613,15,1,21,2,ITA
14318,123180,h044,2003-01-22 12:00:00,908004.1686233621,2,154,903846.2896310409,13557694.344465613,15,1,22,2,ITA
14319,123181,h044,2003-01-23 12:00:00,902253.2084514209,2,154,903846.2896310409,13557694.344465613,15,1,23,2,ITA
14320,123182,h044,2003-01-24 12:00:00,893912.9565421416,2,154,903846.2896310409,13557694.344465613,15,1,24,2,ITA
14321,276824,h087,2000-12-14 12:00:00,891860.3717146146,8,155,903554.0362434243,13553310.543651365,15,12,349,51,ITA
14322,276825,h087,2000-12-15 12:00:00,891860.3717146146,8,155,903554.0362434243,13553310.543651365,15,12,350,51,ITA
14323,276828,h087,2000-12-18 12:00:00,909127.0662612804,8,155,903554.0362434243,13553310.543651365,15,12,353,51,ITA
14324,276829,h087,2000-12-19 12:00:00,909127.0662612803,8,155,903554.0362434243,13553310.543651365,15,12,354,51,ITA
14325,276830,h087,2000-12-20 12:00:00,909127.0662612802,8,155,903554.0362434243,13553310.543651365,15,12,355,51,ITA
14326,276831,h087,2000-12-21 12:00:00,909127.0662612803,8,155,903554.0362434243,13553310.543651365,15,12,356,51,ITA
14327,276832,h087,2000-12-22 12:00:00,909127.0662612802,8,155,903554.0362434243,13553310.543651365,15,12,357,51,ITA
14328,276835,h087,2000-12-25 12:00:00,909127.0662612804,8,155,903554.0362434243,13553310.543651365,15,12,360,51,ITA
14329,276836,h087,2000-12-26 12:00:00,909127.0662612803,8,155,903554.0362434243,13553310.543651365,15,12,361,51,ITA
14330,276837,h087,2000-12-27 12:00:00,901462.238173415,8,155,903554.0362434243,13553310.543651365,15,12,362,51,ITA
14331,276838,h087,2000-12-28 12:00:00,909127.0662612803,8,155,903554.0362434243,13553310.543651365,15,12,363,51,ITA
14332,276839,h087,2000-12-29 12:00:00,904138.0795121497,8,155,903554.0362434243,13553310.543651365,15,12,364,51,ITA
14333,276905,h087,2001-03-05 12:00:00,896990.9841487769,8,155,903554.0362434243,13553310.543651365,15,12,64,51,ITA
