,index,runs,time,residual,event_of_run,event_nr,event_mean_residual,event_total_residual,nr_of_days,month,doy,week,country
2389,567401,h168,2000-02-24 12:00:00,455966.27659667697,1,30,421391.8915365267,27811864.84141076,66,3,55,6,NOR
2390,567402,h168,2000-02-25 12:00:00,455966.2765966769,1,30,421391.8915365267,27811864.84141076,66,3,56,6,NOR
2391,567403,h168,2000-02-26 12:00:00,446829.86429428734,1,30,421391.8915365267,27811864.84141076,66,3,57,6,NOR
2392,567404,h168,2000-02-27 12:00:00,404361.1627605412,1,30,421391.8915365267,27811864.84141076,66,3,58,6,NOR
2393,567405,h168,2000-02-28 12:00:00,398502.93105694343,1,30,421391.8915365267,27811864.84141076,66,3,59,6,NOR
2394,567406,h168,2000-02-29 12:00:00,379539.9470603615,1,30,421391.8915365267,27811864.84141076,66,3,60,6,NOR
2395,567407,h168,2000-03-01 12:00:00,379987.3346606471,1,30,421391.8915365267,27811864.84141076,66,3,61,6,NOR
2396,567408,h168,2000-03-02 12:00:00,373223.90267732873,1,30,421391.8915365267,27811864.84141076,66,3,62,6,NOR
2397,567409,h168,2000-03-03 12:00:00,344773.4722954563,1,30,421391.8915365267,27811864.84141076,66,3,63,6,NOR
2398,567410,h168,2000-03-04 12:00:00,402209.58620136627,1,30,421391.8915365267,27811864.84141076,66,3,64,6,NOR
2399,567411,h168,2000-03-05 12:00:00,395433.15412448935,1,30,421391.8915365267,27811864.84141076,66,3,65,6,NOR
2400,567412,h168,2000-03-06 12:00:00,446829.86429428734,1,30,421391.8915365267,27811864.84141076,66,3,66,6,NOR
2401,567413,h168,2000-03-07 12:00:00,446829.86429428734,1,30,421391.8915365267,27811864.84141076,66,3,67,6,NOR
2402,567414,h168,2000-03-08 12:00:00,446829.8642942874,1,30,421391.8915365267,27811864.84141076,66,3,68,6,NOR
2403,567415,h168,2000-03-09 12:00:00,446829.86429428734,1,30,421391.8915365267,27811864.84141076,66,3,69,6,NOR
2404,567416,h168,2000-03-10 12:00:00,446829.8642942873,1,30,421391.8915365267,27811864.84141076,66,3,70,6,NOR
2405,567417,h168,2000-03-11 12:00:00,446829.86429428734,1,30,421391.8915365267,27811864.84141076,66,3,71,6,NOR
2406,567418,h168,2000-03-12 12:00:00,446829.8642942874,1,30,421391.8915365267,27811864.84141076,66,3,72,6,NOR
2407,567419,h168,2000-03-13 12:00:00,446829.8642942872,1,30,421391.8915365267,27811864.84141076,66,3,73,6,NOR
2408,567420,h168,2000-03-14 12:00:00,432207.33159295644,1,30,421391.8915365267,27811864.84141076,66,3,74,6,NOR
2409,567421,h168,2000-03-15 12:00:00,346562.6682255969,1,30,421391.8915365267,27811864.84141076,66,3,75,6,NOR
2410,567422,h168,2000-03-16 12:00:00,363141.4118967524,1,30,421391.8915365267,27811864.84141076,66,3,76,6,NOR
2411,567423,h168,2000-03-17 12:00:00,378472.46611076477,1,30,421391.8915365267,27811864.84141076,66,3,77,6,NOR
2412,567424,h168,2000-03-18 12:00:00,372349.8231334117,1,30,421391.8915365267,27811864.84141076,66,3,78,6,NOR
2413,567425,h168,2000-03-19 12:00:00,400799.23062334035,1,30,421391.8915365267,27811864.84141076,66,3,79,6,NOR
2414,567426,h168,2000-03-20 12:00:00,368277.060866663,1,30,421391.8915365267,27811864.84141076,66,3,80,6,NOR
2415,567427,h168,2000-03-21 12:00:00,379760.1869692498,1,30,421391.8915365267,27811864.84141076,66,3,81,6,NOR
2416,567428,h168,2000-03-22 12:00:00,371554.33264330396,1,30,421391.8915365267,27811864.84141076,66,3,82,6,NOR
2417,567429,h168,2000-03-23 12:00:00,403468.0139334962,1,30,421391.8915365267,27811864.84141076,66,3,83,6,NOR
2418,567430,h168,2000-03-24 12:00:00,417861.3813339365,1,30,421391.8915365267,27811864.84141076,66,3,84,6,NOR
2419,567431,h168,2000-03-25 12:00:00,421080.76363457384,1,30,421391.8915365267,27811864.84141076,66,3,85,6,NOR
2420,567432,h168,2000-03-26 12:00:00,424056.02225795464,1,30,421391.8915365267,27811864.84141076,66,3,86,6,NOR
2421,567433,h168,2000-03-27 12:00:00,432983.7063938803,1,30,421391.8915365267,27811864.84141076,66,3,87,6,NOR
2422,567434,h168,2000-03-28 12:00:00,432983.7063938804,1,30,421391.8915365267,27811864.84141076,66,3,88,6,NOR
2423,567435,h168,2000-03-29 12:00:00,432983.70639388036,1,30,421391.8915365267,27811864.84141076,66,3,89,6,NOR
2424,567436,h168,2000-03-30 12:00:00,432983.7063938804,1,30,421391.8915365267,27811864.84141076,66,3,90,6,NOR
2425,567437,h168,2000-03-31 12:00:00,432983.7063938803,1,30,421391.8915365267,27811864.84141076,66,3,91,6,NOR
2426,567438,h168,2000-04-01 12:00:00,395470.2630987979,1,30,421391.8915365267,27811864.84141076,66,3,92,6,NOR
2427,567439,h168,2000-04-02 12:00:00,394662.58937288134,1,30,421391.8915365267,27811864.84141076,66,3,93,6,NOR
2428,567440,h168,2000-04-03 12:00:00,426547.554665555,1,30,421391.8915365267,27811864.84141076,66,3,94,6,NOR
2429,567441,h168,2000-04-04 12:00:00,409964.11512564647,1,30,421391.8915365267,27811864.84141076,66,3,95,6,NOR
2430,567442,h168,2000-04-05 12:00:00,385953.6946580827,1,30,421391.8915365267,27811864.84141076,66,3,96,6,NOR
2431,567443,h168,2000-04-06 12:00:00,340548.1240252084,1,30,421391.8915365267,27811864.84141076,66,3,97,6,NOR
2432,481212,h144,2000-02-19 12:00:00,362260.2001729462,1,31,434530.7145384162,27809965.730458636,64,3,50,8,NOR
2433,481213,h144,2000-02-20 12:00:00,362260.20017294586,1,31,434530.7145384162,27809965.730458636,64,3,51,8,NOR
2434,481214,h144,2000-02-21 12:00:00,362260.2001729461,1,31,434530.7145384162,27809965.730458636,64,3,52,8,NOR
2435,481215,h144,2000-02-22 12:00:00,362260.2001729455,1,31,434530.7145384162,27809965.730458636,64,3,53,8,NOR
2436,481216,h144,2000-02-23 12:00:00,362260.20017294586,1,31,434530.7145384162,27809965.730458636,64,3,54,8,NOR
2437,481217,h144,2000-02-24 12:00:00,362260.2001729462,1,31,434530.7145384162,27809965.730458636,64,3,55,8,NOR
2438,481218,h144,2000-02-25 12:00:00,362260.20017294603,1,31,434530.7145384162,27809965.730458636,64,3,56,8,NOR
2439,481219,h144,2000-02-26 12:00:00,407657.9231010325,1,31,434530.7145384162,27809965.730458636,64,3,57,8,NOR
2440,481220,h144,2000-02-27 12:00:00,407657.9231010323,1,31,434530.7145384162,27809965.730458636,64,3,58,8,NOR
2441,481221,h144,2000-02-28 12:00:00,407657.9231010329,1,31,434530.7145384162,27809965.730458636,64,3,59,8,NOR
2442,481222,h144,2000-02-29 12:00:00,407657.9231010327,1,31,434530.7145384162,27809965.730458636,64,3,60,8,NOR
2443,481223,h144,2000-03-01 12:00:00,407657.9231010327,1,31,434530.7145384162,27809965.730458636,64,3,61,8,NOR
2444,481224,h144,2000-03-02 12:00:00,407657.92310103227,1,31,434530.7145384162,27809965.730458636,64,3,62,8,NOR
2445,481225,h144,2000-03-03 12:00:00,407657.9231010325,1,31,434530.7145384162,27809965.730458636,64,3,63,8,NOR
2446,481226,h144,2000-03-04 12:00:00,445201.11615430977,1,31,434530.7145384162,27809965.730458636,64,3,64,8,NOR
2447,481227,h144,2000-03-05 12:00:00,445201.11615430977,1,31,434530.7145384162,27809965.730458636,64,3,65,8,NOR
2448,481228,h144,2000-03-06 12:00:00,445201.11615431,1,31,434530.7145384162,27809965.730458636,64,3,66,8,NOR
2449,481229,h144,2000-03-07 12:00:00,445201.1161543096,1,31,434530.7145384162,27809965.730458636,64,3,67,8,NOR
2450,481230,h144,2000-03-08 12:00:00,445201.11615430994,1,31,434530.7145384162,27809965.730458636,64,3,68,8,NOR
2451,481231,h144,2000-03-09 12:00:00,445201.11615430994,1,31,434530.7145384162,27809965.730458636,64,3,69,8,NOR
2452,481232,h144,2000-03-10 12:00:00,445201.1161543098,1,31,434530.7145384162,27809965.730458636,64,3,70,8,NOR
2453,481233,h144,2000-03-11 12:00:00,457871.6417286834,1,31,434530.7145384162,27809965.730458636,64,3,71,8,NOR
2454,481234,h144,2000-03-12 12:00:00,457871.64172868326,1,31,434530.7145384162,27809965.730458636,64,3,72,8,NOR
2455,481235,h144,2000-03-13 12:00:00,457871.6417286833,1,31,434530.7145384162,27809965.730458636,64,3,73,8,NOR
2456,481236,h144,2000-03-14 12:00:00,457871.6417286834,1,31,434530.7145384162,27809965.730458636,64,3,74,8,NOR
2457,481237,h144,2000-03-15 12:00:00,457871.6417286833,1,31,434530.7145384162,27809965.730458636,64,3,75,8,NOR
2458,481238,h144,2000-03-16 12:00:00,457871.64172868326,1,31,434530.7145384162,27809965.730458636,64,3,76,8,NOR
2459,481239,h144,2000-03-17 12:00:00,457871.64172868343,1,31,434530.7145384162,27809965.730458636,64,3,77,8,NOR
2460,481240,h144,2000-03-18 12:00:00,457871.6417286824,1,31,434530.7145384162,27809965.730458636,64,3,78,8,NOR
2461,481241,h144,2000-03-19 12:00:00,457871.64172868343,1,31,434530.7145384162,27809965.730458636,64,3,79,8,NOR
2462,481242,h144,2000-03-20 12:00:00,457871.64172868343,1,31,434530.7145384162,27809965.730458636,64,3,80,8,NOR
2463,481243,h144,2000-03-21 12:00:00,457871.64172868343,1,31,434530.7145384162,27809965.730458636,64,3,81,8,NOR
2464,481244,h144,2000-03-22 12:00:00,457871.6417286834,1,31,434530.7145384162,27809965.730458636,64,3,82,8,NOR
2465,481245,h144,2000-03-23 12:00:00,457871.64172868343,1,31,434530.7145384162,27809965.730458636,64,3,83,8,NOR
2466,481246,h144,2000-03-24 12:00:00,452641.71330628276,1,31,434530.7145384162,27809965.730458636,64,3,84,8,NOR
2467,481247,h144,2000-03-25 12:00:00,420019.85765894153,1,31,434530.7145384162,27809965.730458636,64,3,85,8,NOR
2468,481248,h144,2000-03-26 12:00:00,412544.41425180924,1,31,434530.7145384162,27809965.730458636,64,3,86,8,NOR
2469,481249,h144,2000-03-27 12:00:00,457505.0930162935,1,31,434530.7145384162,27809965.730458636,64,3,87,8,NOR
2470,481250,h144,2000-03-28 12:00:00,457871.6417286833,1,31,434530.7145384162,27809965.730458636,64,3,88,8,NOR
2471,481251,h144,2000-03-29 12:00:00,438907.29776704655,1,31,434530.7145384162,27809965.730458636,64,3,89,8,NOR
2472,481252,h144,2000-03-30 12:00:00,442666.81318016956,1,31,434530.7145384162,27809965.730458636,64,3,90,8,NOR
2473,481253,h144,2000-03-31 12:00:00,455376.13877002656,1,31,434530.7145384162,27809965.730458636,64,3,91,8,NOR
2474,481254,h144,2000-04-01 12:00:00,432136.82217066345,1,31,434530.7145384162,27809965.730458636,64,3,92,8,NOR
2475,481255,h144,2000-04-02 12:00:00,432611.6910064396,1,31,434530.7145384162,27809965.730458636,64,3,93,8,NOR
2476,481256,h144,2000-04-03 12:00:00,474819.0960546636,1,31,434530.7145384162,27809965.730458636,64,3,94,8,NOR
2477,481257,h144,2000-04-04 12:00:00,458349.7062417015,1,31,434530.7145384162,27809965.730458636,64,3,95,8,NOR
2478,481258,h144,2000-04-05 12:00:00,455854.2201582401,1,31,434530.7145384162,27809965.730458636,64,3,96,8,NOR
2479,481259,h144,2000-04-06 12:00:00,467137.6583510839,1,31,434530.7145384162,27809965.730458636,64,3,97,8,NOR
2480,481260,h144,2000-04-07 12:00:00,476609.79395957844,1,31,434530.7145384162,27809965.730458636,64,3,98,8,NOR
2481,481261,h144,2000-04-08 12:00:00,456294.1334830672,1,31,434530.7145384162,27809965.730458636,64,3,99,8,NOR
2482,481262,h144,2000-04-09 12:00:00,458880.4511021895,1,31,434530.7145384162,27809965.730458636,64,3,100,8,NOR
2483,481263,h144,2000-04-10 12:00:00,487436.06487702957,1,31,434530.7145384162,27809965.730458636,64,3,101,8,NOR
2484,481264,h144,2000-04-11 12:00:00,487436.06487702957,1,31,434530.7145384162,27809965.730458636,64,3,102,8,NOR
2485,481265,h144,2000-04-12 12:00:00,487436.0648770295,1,31,434530.7145384162,27809965.730458636,64,3,103,8,NOR
2486,481266,h144,2000-04-13 12:00:00,487436.0648770296,1,31,434530.7145384162,27809965.730458636,64,3,104,8,NOR
2487,481267,h144,2000-04-14 12:00:00,474285.9751212835,1,31,434530.7145384162,27809965.730458636,64,3,105,8,NOR
2488,481268,h144,2000-04-15 12:00:00,436631.7339773508,1,31,434530.7145384162,27809965.730458636,64,3,106,8,NOR
2489,481269,h144,2000-04-16 12:00:00,416623.4519689511,1,31,434530.7145384162,27809965.730458636,64,3,107,8,NOR
2490,481270,h144,2000-04-17 12:00:00,433750.3911205092,1,31,434530.7145384162,27809965.730458636,64,3,108,8,NOR
2491,481271,h144,2000-04-18 12:00:00,421676.54531607486,1,31,434530.7145384162,27809965.730458636,64,3,109,8,NOR
2492,481272,h144,2000-04-19 12:00:00,413380.38292095065,1,31,434530.7145384162,27809965.730458636,64,3,110,8,NOR
2493,481273,h144,2000-04-20 12:00:00,403225.53945249284,1,31,434530.7145384162,27809965.730458636,64,3,111,8,NOR
2494,481274,h144,2000-04-21 12:00:00,406207.4363330294,1,31,434530.7145384162,27809965.730458636,64,3,112,8,NOR
2495,481275,h144,2000-04-22 12:00:00,346047.4540621021,1,31,434530.7145384162,27809965.730458636,64,3,113,8,NOR
2496,151562,h052,2002-02-10 12:00:00,370637.38174376794,3,32,425080.74421327375,27630248.37386279,65,3,41,8,NOR
2497,151563,h052,2002-02-11 12:00:00,370637.381743768,3,32,425080.74421327375,27630248.37386279,65,3,42,8,NOR
2498,151565,h052,2002-02-13 12:00:00,370637.38174376794,3,32,425080.74421327375,27630248.37386279,65,3,44,8,NOR
2499,151566,h052,2002-02-14 12:00:00,370637.3817437678,3,32,425080.74421327375,27630248.37386279,65,3,45,8,NOR
2500,151567,h052,2002-02-15 12:00:00,370637.38174376776,3,32,425080.74421327375,27630248.37386279,65,3,46,8,NOR
2501,151568,h052,2002-02-16 12:00:00,386806.19484621915,3,32,425080.74421327375,27630248.37386279,65,3,47,8,NOR
2502,151569,h052,2002-02-17 12:00:00,386806.1948462189,3,32,425080.74421327375,27630248.37386279,65,3,48,8,NOR
2503,151570,h052,2002-02-18 12:00:00,386806.19484621886,3,32,425080.74421327375,27630248.37386279,65,3,49,8,NOR
2504,151571,h052,2002-02-19 12:00:00,386806.1948462182,3,32,425080.74421327375,27630248.37386279,65,3,50,8,NOR
2505,151572,h052,2002-02-20 12:00:00,386806.19484621874,3,32,425080.74421327375,27630248.37386279,65,3,51,8,NOR
2506,151573,h052,2002-02-21 12:00:00,386806.19484621927,3,32,425080.74421327375,27630248.37386279,65,3,52,8,NOR
2507,151574,h052,2002-02-22 12:00:00,386806.194846219,3,32,425080.74421327375,27630248.37386279,65,3,53,8,NOR
2508,151575,h052,2002-02-23 12:00:00,419712.3790090622,3,32,425080.74421327375,27630248.37386279,65,3,54,8,NOR
2509,151576,h052,2002-02-24 12:00:00,419712.37900906213,3,32,425080.74421327375,27630248.37386279,65,3,55,8,NOR
2510,151577,h052,2002-02-25 12:00:00,419712.37900906213,3,32,425080.74421327375,27630248.37386279,65,3,56,8,NOR
2511,151578,h052,2002-02-26 12:00:00,419712.3790090617,3,32,425080.74421327375,27630248.37386279,65,3,57,8,NOR
2512,151579,h052,2002-02-27 12:00:00,419712.3790090623,3,32,425080.74421327375,27630248.37386279,65,3,58,8,NOR
2513,151580,h052,2002-02-28 12:00:00,419712.3790090622,3,32,425080.74421327375,27630248.37386279,65,3,59,8,NOR
2514,151581,h052,2002-03-01 12:00:00,419712.3790090621,3,32,425080.74421327375,27630248.37386279,65,3,60,8,NOR
2515,151582,h052,2002-03-02 12:00:00,419712.3790090617,3,32,425080.74421327375,27630248.37386279,65,3,61,8,NOR
2516,151583,h052,2002-03-03 12:00:00,419712.3790090618,3,32,425080.74421327375,27630248.37386279,65,3,62,8,NOR
2517,151584,h052,2002-03-04 12:00:00,419712.3790090623,3,32,425080.74421327375,27630248.37386279,65,3,63,8,NOR
2518,151585,h052,2002-03-05 12:00:00,419712.3790090618,3,32,425080.74421327375,27630248.37386279,65,3,64,8,NOR
2519,151586,h052,2002-03-06 12:00:00,419712.3790090622,3,32,425080.74421327375,27630248.37386279,65,3,65,8,NOR
2520,151587,h052,2002-03-07 12:00:00,382965.10295961046,3,32,425080.74421327375,27630248.37386279,65,3,66,8,NOR
2521,151588,h052,2002-03-08 12:00:00,394940.3190334164,3,32,425080.74421327375,27630248.37386279,65,3,67,8,NOR
2522,151589,h052,2002-03-09 12:00:00,427555.7923823248,3,32,425080.74421327375,27630248.37386279,65,3,68,8,NOR
2523,151590,h052,2002-03-10 12:00:00,421191.3111359902,3,32,425080.74421327375,27630248.37386279,65,3,69,8,NOR
2524,151591,h052,2002-03-11 12:00:00,446858.40234339685,3,32,425080.74421327375,27630248.37386279,65,3,70,8,NOR
2525,151592,h052,2002-03-12 12:00:00,464607.08457268064,3,32,425080.74421327375,27630248.37386279,65,3,71,8,NOR
2526,151593,h052,2002-03-13 12:00:00,453538.4102993289,3,32,425080.74421327375,27630248.37386279,65,3,72,8,NOR
2527,151594,h052,2002-03-14 12:00:00,440573.1998981829,3,32,425080.74421327375,27630248.37386279,65,3,73,8,NOR
2528,151595,h052,2002-03-15 12:00:00,461607.8858934835,3,32,425080.74421327375,27630248.37386279,65,3,74,8,NOR
2529,151596,h052,2002-03-16 12:00:00,437086.74425391847,3,32,425080.74421327375,27630248.37386279,65,3,75,8,NOR
2530,151597,h052,2002-03-17 12:00:00,478588.53077182424,3,32,425080.74421327375,27630248.37386279,65,3,76,8,NOR
2531,151598,h052,2002-03-18 12:00:00,478588.5307718241,3,32,425080.74421327375,27630248.37386279,65,3,77,8,NOR
2532,151599,h052,2002-03-19 12:00:00,478588.5307718242,3,32,425080.74421327375,27630248.37386279,65,3,78,8,NOR
2533,151600,h052,2002-03-20 12:00:00,478588.5307718242,3,32,425080.74421327375,27630248.37386279,65,3,79,8,NOR
2534,151601,h052,2002-03-21 12:00:00,478588.53077182424,3,32,425080.74421327375,27630248.37386279,65,3,80,8,NOR
2535,151602,h052,2002-03-22 12:00:00,478588.53077182424,3,32,425080.74421327375,27630248.37386279,65,3,81,8,NOR
2536,151603,h052,2002-03-23 12:00:00,469024.3600625465,3,32,425080.74421327375,27630248.37386279,65,3,82,8,NOR
2537,151604,h052,2002-03-24 12:00:00,465871.69851483585,3,32,425080.74421327375,27630248.37386279,65,3,83,8,NOR
2538,151605,h052,2002-03-25 12:00:00,472506.14245984907,3,32,425080.74421327375,27630248.37386279,65,3,84,8,NOR
2539,151606,h052,2002-03-26 12:00:00,461237.4221229913,3,32,425080.74421327375,27630248.37386279,65,3,85,8,NOR
2540,151607,h052,2002-03-27 12:00:00,472104.4653981467,3,32,425080.74421327375,27630248.37386279,65,3,86,8,NOR
2541,151608,h052,2002-03-28 12:00:00,464818.6128050143,3,32,425080.74421327375,27630248.37386279,65,3,87,8,NOR
2542,151609,h052,2002-03-29 12:00:00,459304.9512144781,3,32,425080.74421327375,27630248.37386279,65,3,88,8,NOR
2543,151610,h052,2002-03-30 12:00:00,420173.0244589343,3,32,425080.74421327375,27630248.37386279,65,3,89,8,NOR
2544,151611,h052,2002-03-31 12:00:00,411545.99584652804,3,32,425080.74421327375,27630248.37386279,65,3,90,8,NOR
2545,151612,h052,2002-04-01 12:00:00,420783.52206620865,3,32,425080.74421327375,27630248.37386279,65,3,91,8,NOR
2546,151613,h052,2002-04-02 12:00:00,448541.4339427816,3,32,425080.74421327375,27630248.37386279,65,3,92,8,NOR
2547,151614,h052,2002-04-03 12:00:00,467699.24754094915,3,32,425080.74421327375,27630248.37386279,65,3,93,8,NOR
2548,151615,h052,2002-04-04 12:00:00,463624.1483672597,3,32,425080.74421327375,27630248.37386279,65,3,94,8,NOR
2549,151616,h052,2002-04-05 12:00:00,443219.9798847,3,32,425080.74421327375,27630248.37386279,65,3,95,8,NOR
2550,151617,h052,2002-04-06 12:00:00,395521.51160645834,3,32,425080.74421327375,27630248.37386279,65,3,96,8,NOR
2551,151618,h052,2002-04-07 12:00:00,396663.89645242057,3,32,425080.74421327375,27630248.37386279,65,3,97,8,NOR
2552,151619,h052,2002-04-08 12:00:00,437897.66694850614,3,32,425080.74421327375,27630248.37386279,65,3,98,8,NOR
2553,151620,h052,2002-04-09 12:00:00,445714.7014466319,3,32,425080.74421327375,27630248.37386279,65,3,99,8,NOR
2554,151621,h052,2002-04-10 12:00:00,445714.701446632,3,32,425080.74421327375,27630248.37386279,65,3,100,8,NOR
2555,151622,h052,2002-04-11 12:00:00,445714.701446632,3,32,425080.74421327375,27630248.37386279,65,3,101,8,NOR
2556,151623,h052,2002-04-12 12:00:00,445714.701446632,3,32,425080.74421327375,27630248.37386279,65,3,102,8,NOR
2557,151624,h052,2002-04-13 12:00:00,385047.4164868734,3,32,425080.74421327375,27630248.37386279,65,3,103,8,NOR
2558,151625,h052,2002-04-14 12:00:00,363761.1904922801,3,32,425080.74421327375,27630248.37386279,65,3,104,8,NOR
2559,151626,h052,2002-04-15 12:00:00,377912.9806879611,3,32,425080.74421327375,27630248.37386279,65,3,105,8,NOR
2560,151627,h052,2002-04-16 12:00:00,350295.64256214263,3,32,425080.74421327375,27630248.37386279,65,3,106,8,NOR
2561,487707,h145,2008-02-01 12:00:00,396689.53807380394,8,33,394642.42922780925,27230327.61671884,69,3,32,6,NOR
2562,487708,h145,2008-02-02 12:00:00,406654.77510449535,8,33,394642.42922780925,27230327.61671884,69,3,33,6,NOR
2563,487709,h145,2008-02-03 12:00:00,406654.7751044956,8,33,394642.42922780925,27230327.61671884,69,3,34,6,NOR
2564,487710,h145,2008-02-04 12:00:00,406654.77510449523,8,33,394642.42922780925,27230327.61671884,69,3,35,6,NOR
2565,487711,h145,2008-02-05 12:00:00,406654.7751044952,8,33,394642.42922780925,27230327.61671884,69,3,36,6,NOR
2566,487712,h145,2008-02-06 12:00:00,406654.77510449506,8,33,394642.42922780925,27230327.61671884,69,3,37,6,NOR
2567,487713,h145,2008-02-07 12:00:00,406654.7751044952,8,33,394642.42922780925,27230327.61671884,69,3,38,6,NOR
2568,487714,h145,2008-02-08 12:00:00,406654.7751044951,8,33,394642.42922780925,27230327.61671884,69,3,39,6,NOR
2569,487715,h145,2008-02-09 12:00:00,378475.639433442,8,33,394642.42922780925,27230327.61671884,69,3,40,6,NOR
2570,487716,h145,2008-02-10 12:00:00,406654.77510449523,8,33,394642.42922780925,27230327.61671884,69,3,41,6,NOR
2571,487717,h145,2008-02-11 12:00:00,406654.77510449477,8,33,394642.42922780925,27230327.61671884,69,3,42,6,NOR
2572,487718,h145,2008-02-12 12:00:00,406654.7751044947,8,33,394642.42922780925,27230327.61671884,69,3,43,6,NOR
2573,487719,h145,2008-02-13 12:00:00,406654.77510449523,8,33,394642.42922780925,27230327.61671884,69,3,44,6,NOR
2574,487720,h145,2008-02-14 12:00:00,406654.7751044952,8,33,394642.42922780925,27230327.61671884,69,3,45,6,NOR
2575,487721,h145,2008-02-15 12:00:00,406654.7751044953,8,33,394642.42922780925,27230327.61671884,69,3,46,6,NOR
2576,487722,h145,2008-02-16 12:00:00,369858.8380250481,8,33,394642.42922780925,27230327.61671884,69,3,47,6,NOR
2577,487723,h145,2008-02-17 12:00:00,353636.8823083531,8,33,394642.42922780925,27230327.61671884,69,3,48,6,NOR
2578,487724,h145,2008-02-18 12:00:00,393781.0701180977,8,33,394642.42922780925,27230327.61671884,69,3,49,6,NOR
2579,487725,h145,2008-02-19 12:00:00,402629.18429434474,8,33,394642.42922780925,27230327.61671884,69,3,50,6,NOR
2580,487726,h145,2008-02-20 12:00:00,402629.1842943448,8,33,394642.42922780925,27230327.61671884,69,3,51,6,NOR
2581,487727,h145,2008-02-21 12:00:00,376080.08131053636,8,33,394642.42922780925,27230327.61671884,69,3,52,6,NOR
2582,487728,h145,2008-02-22 12:00:00,357175.4547167623,8,33,394642.42922780925,27230327.61671884,69,3,53,6,NOR
2583,487729,h145,2008-02-23 12:00:00,370741.193127379,8,33,394642.42922780925,27230327.61671884,69,3,54,6,NOR
2584,487730,h145,2008-02-24 12:00:00,358058.9824960234,8,33,394642.42922780925,27230327.61671884,69,3,55,6,NOR
2585,487731,h145,2008-02-25 12:00:00,368952.0761720836,8,33,394642.42922780925,27230327.61671884,69,3,56,6,NOR
2586,487732,h145,2008-02-26 12:00:00,384507.0318080371,8,33,394642.42922780925,27230327.61671884,69,3,57,6,NOR
2587,487733,h145,2008-02-27 12:00:00,384507.0318080378,8,33,394642.42922780925,27230327.61671884,69,3,58,6,NOR
2588,487734,h145,2008-02-28 12:00:00,384507.0318080378,8,33,394642.42922780925,27230327.61671884,69,3,59,6,NOR
2589,487735,h145,2008-02-29 12:00:00,384507.03180803766,8,33,394642.42922780925,27230327.61671884,69,3,60,6,NOR
2590,487736,h145,2008-03-01 12:00:00,379307.0869329735,8,33,394642.42922780925,27230327.61671884,69,3,61,6,NOR
2591,487737,h145,2008-03-02 12:00:00,393419.9238753947,8,33,394642.42922780925,27230327.61671884,69,3,62,6,NOR
2592,487738,h145,2008-03-03 12:00:00,393419.9238753947,8,33,394642.42922780925,27230327.61671884,69,3,63,6,NOR
2593,487739,h145,2008-03-04 12:00:00,393419.9238753947,8,33,394642.42922780925,27230327.61671884,69,3,64,6,NOR
2594,487740,h145,2008-03-05 12:00:00,393419.9238753946,8,33,394642.42922780925,27230327.61671884,69,3,65,6,NOR
2595,487741,h145,2008-03-06 12:00:00,393419.92387539457,8,33,394642.42922780925,27230327.61671884,69,3,66,6,NOR
2596,487742,h145,2008-03-07 12:00:00,393419.923875395,8,33,394642.42922780925,27230327.61671884,69,3,67,6,NOR
2597,487743,h145,2008-03-08 12:00:00,394142.80418590916,8,33,394642.42922780925,27230327.61671884,69,3,68,6,NOR
2598,487744,h145,2008-03-09 12:00:00,394142.8041859091,8,33,394642.42922780925,27230327.61671884,69,3,69,6,NOR
2599,487745,h145,2008-03-10 12:00:00,394142.8041859092,8,33,394642.42922780925,27230327.61671884,69,3,70,6,NOR
2600,487746,h145,2008-03-11 12:00:00,394142.8041859093,8,33,394642.42922780925,27230327.61671884,69,3,71,6,NOR
2601,487747,h145,2008-03-12 12:00:00,394142.8041859093,8,33,394642.42922780925,27230327.61671884,69,3,72,6,NOR
2602,487748,h145,2008-03-13 12:00:00,394142.8041859091,8,33,394642.42922780925,27230327.61671884,69,3,73,6,NOR
2603,487749,h145,2008-03-14 12:00:00,394142.8041859091,8,33,394642.42922780925,27230327.61671884,69,3,74,6,NOR
2604,487750,h145,2008-03-15 12:00:00,394142.80418590916,8,33,394642.42922780925,27230327.61671884,69,3,75,6,NOR
2605,487751,h145,2008-03-16 12:00:00,354348.7057612421,8,33,394642.42922780925,27230327.61671884,69,3,76,6,NOR
2606,487752,h145,2008-03-17 12:00:00,394142.80418590916,8,33,394642.42922780925,27230327.61671884,69,3,77,6,NOR
2607,487753,h145,2008-03-18 12:00:00,374758.03662004956,8,33,394642.42922780925,27230327.61671884,69,3,78,6,NOR
2608,487754,h145,2008-03-19 12:00:00,387297.9545160185,8,33,394642.42922780925,27230327.61671884,69,3,79,6,NOR
2609,487755,h145,2008-03-20 12:00:00,394142.80418590916,8,33,394642.42922780925,27230327.61671884,69,3,80,6,NOR
2610,487756,h145,2008-03-21 12:00:00,394142.8041859091,8,33,394642.42922780925,27230327.61671884,69,3,81,6,NOR
2611,487757,h145,2008-03-22 12:00:00,412509.27666781587,8,33,394642.42922780925,27230327.61671884,69,3,82,6,NOR
2612,487758,h145,2008-03-23 12:00:00,410101.9480551056,8,33,394642.42922780925,27230327.61671884,69,3,83,6,NOR
2613,487759,h145,2008-03-24 12:00:00,412509.27666781587,8,33,394642.42922780925,27230327.61671884,69,3,84,6,NOR
